ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wpcom_is_markdown
9638,variation,,St Andrew the Apostle Boys Blazer - 28,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,37.5,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/ST%20ANDREW%20APP%20BOY%20BLAZER-500x500.jpg,,,SAA01,,,,,,1,Chest Size,28,,1,1
9639,variation,,St Andrew the Apostle Boys Blazer - 30,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,37.5,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/ST%20ANDREW%20APP%20BOY%20BLAZER-500x500.jpg,,,SAA01,,,,,,2,Chest Size,30,,1,1
9640,variation,,St Andrew the Apostle Boys Blazer - 32,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,37.5,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/ST%20ANDREW%20APP%20BOY%20BLAZER-500x500.jpg,,,SAA01,,,,,,3,Chest Size,32,,1,1
9641,variation,,St Andrew the Apostle Boys Blazer - 34(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,37.5,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/ST%20ANDREW%20APP%20BOY%20BLAZER-500x500.jpg,,,SAA01,,,,,,4,Chest Size,34(+£2.00),,1,1
9642,variation,,St Andrew the Apostle Boys Blazer - 36(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,37.5,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/ST%20ANDREW%20APP%20BOY%20BLAZER-500x500.jpg,,,SAA01,,,,,,5,Chest Size,36(+£2.00),,1,1
9643,variation,,St Andrew the Apostle Boys Blazer - 38(+£10.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,37.5,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/ST%20ANDREW%20APP%20BOY%20BLAZER-500x500.jpg,,,SAA01,,,,,,6,Chest Size,38(+£10.00),,1,1
9644,variation,,St Andrew the Apostle Boys Blazer - 40(+£10.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,37.5,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/ST%20ANDREW%20APP%20BOY%20BLAZER-500x500.jpg,,,SAA01,,,,,,7,Chest Size,40(+£10.00),,1,1
9645,variable,SAA01,St Andrew the Apostle Boys Blazer,1,0,visible,. ,. ,,,taxable,,1,50,0,0,.5,24,1,2,1,,,37.5,"Schoolwear,Schoolwear > ,Specialist Schoolwear,Secondary Schools,St Andrew the Apostle Greek Orthodox School",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/ST%20ANDREW%20APP%20BOY%20BLAZER-500x500.jpg,,,,,,,,,0,Chest Size,"28,30,32,34(+£2.00),36(+£2.00),38(+£10.00),40(+£10.00)",1,1,1
