ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wpcom_is_markdown
7109,variation,,Tudor Green Sweatshirt (with Logo) - Age3/4,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,11.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Tudor/Tudor%20swt%20-500x500.jpg,,,T002,,,,,,1,Size,Age3/4,,1,1
7110,variation,,Tudor Green Sweatshirt (with Logo) - Age5/6(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,11.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Tudor/Tudor%20swt%20-500x500.jpg,,,T002,,,,,,2,Size,Age5/6(+£2.00),,1,1
7111,variation,,Tudor Green Sweatshirt (with Logo) - Age7/8(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,11.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Tudor/Tudor%20swt%20-500x500.jpg,,,T002,,,,,,3,Size,Age7/8(+£2.00),,1,1
7112,variation,,Tudor Green Sweatshirt (with Logo) - Age9/10(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,11.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Tudor/Tudor%20swt%20-500x500.jpg,,,T002,,,,,,4,Size,Age9/10(+£2.00),,1,1
7113,variation,,Tudor Green Sweatshirt (with Logo) - Age11/12(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,11.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Tudor/Tudor%20swt%20-500x500.jpg,,,T002,,,,,,5,Size,Age11/12(+£3.00),,1,1
7114,variation,,Tudor Green Sweatshirt (with Logo) - Age13(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,11.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Tudor/Tudor%20swt%20-500x500.jpg,,,T002,,,,,,6,Size,Age13(+£3.00),,1,1
7115,variation,,Tudor Green Sweatshirt (with Logo) - SmallAdult(+£5.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,11.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Tudor/Tudor%20swt%20-500x500.jpg,,,T002,,,,,,7,Size,SmallAdult(+£5.00),,1,1
7116,variable,T002,Tudor Green Sweatshirt (with Logo),1,0,visible,From Reception to Year 6. ,From Reception to Year 6. ,,,taxable,,1,50,0,0,.5,24,1,2,1,,,11.95,"Schoolwear,Schoolwear > ,Specialist Schoolwear,Primary Schools,Tudor School",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Tudor/Tudor%20swt%20-500x500.jpg,,,,,,,,,0,Size,"Age3/4,Age5/6(+£2.00),Age7/8(+£2.00),Age9/10(+£2.00),Age11/12(+£3.00),Age13(+£3.00),SmallAdult(+£5.00)",1,1,1
