ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wpcom_is_markdown
8925,variation,,Navy Junior Trousers (Girls) - Age3/4,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,15.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/Grey%20Kirby-500x500.jpg,,,GNT01,,,,,,1,Size,Age3/4,,1,1
8926,variation,,Navy Junior Trousers (Girls) - Age4/5(+£1.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,15.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/Grey%20Kirby-500x500.jpg,,,GNT01,,,,,,2,Size,Age4/5(+£1.00),,1,1
8927,variation,,Navy Junior Trousers (Girls) - Age5/6(+£1.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,15.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/Grey%20Kirby-500x500.jpg,,,GNT01,,,,,,3,Size,Age5/6(+£1.00),,1,1
8928,variation,,Navy Junior Trousers (Girls) - Age6/7(+£1.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,15.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/Grey%20Kirby-500x500.jpg,,,GNT01,,,,,,4,Size,Age6/7(+£1.00),,1,1
8929,variation,,Navy Junior Trousers (Girls) - Age7/8(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,15.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/Grey%20Kirby-500x500.jpg,,,GNT01,,,,,,5,Size,Age7/8(+£3.00),,1,1
8930,variation,,Navy Junior Trousers (Girls) - Age8/9(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,15.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/Grey%20Kirby-500x500.jpg,,,GNT01,,,,,,6,Size,Age8/9(+£3.00),,1,1
8931,variation,,Navy Junior Trousers (Girls) - Age9/10(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,15.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/Grey%20Kirby-500x500.jpg,,,GNT01,,,,,,7,Size,Age9/10(+£3.00),,1,1
8932,variation,,Navy Junior Trousers (Girls) - Age11/12L(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,15.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/Grey%20Kirby-500x500.jpg,,,GNT01,,,,,,8,Size,Age11/12L(+£3.00),,1,1
8933,variation,,Navy Junior Trousers (Girls) - Age13(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,15.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/Grey%20Kirby-500x500.jpg,,,GNT01,,,,,,9,Size,Age13(+£3.00),,1,1
8934,variation,,Navy Junior Trousers (Girls) - Age13L(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,15.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/Grey%20Kirby-500x500.jpg,,,GNT01,,,,,,10,Size,Age13L(+£3.00),,1,1
8935,variable,GNT01,Navy Junior Trousers (Girls),1,0,visible,Style no 3625. . ,Style no 3625. . ,,,taxable,,1,50,0,0,.5,24,1,2,1,,,15.95,"Schoolwear,Schoolwear > ,Specialist Schoolwear,Secondary Schools,Dwight School London",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/Grey%20Kirby-500x500.jpg,,,,,,,,,0,Size,"Age3/4,Age4/5(+£1.00),Age5/6(+£1.00),Age6/7(+£1.00),Age7/8(+£3.00),Age8/9(+£3.00),Age9/10(+£3.00),Age11/12L(+£3.00),Age13(+£3.00),Age13L(+£3.00)",1,1,1
