ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wpcom_is_markdown
5643,variation,,St John's N20 Yellow Polo Shirt (with Logo) - Age3/4,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,10.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/st%20johns%20n20/N20%20polo-500x500.jpg,,,SJW002,,,,,,1,Size,Age3/4,,1,1
5644,variation,,St John's N20 Yellow Polo Shirt (with Logo) - Age5/6,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,10.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/st%20johns%20n20/N20%20polo-500x500.jpg,,,SJW002,,,,,,2,Size,Age5/6,,1,1
5645,variation,,St John's N20 Yellow Polo Shirt (with Logo) - Age7/8,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,10.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/st%20johns%20n20/N20%20polo-500x500.jpg,,,SJW002,,,,,,3,Size,Age7/8,,1,1
5646,variation,,St John's N20 Yellow Polo Shirt (with Logo) - Age9/10,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,10.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/st%20johns%20n20/N20%20polo-500x500.jpg,,,SJW002,,,,,,4,Size,Age9/10,,1,1
5647,variation,,St John's N20 Yellow Polo Shirt (with Logo) - Age11/12,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,10.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/st%20johns%20n20/N20%20polo-500x500.jpg,,,SJW002,,,,,,5,Size,Age11/12,,1,1
5648,variation,,St John's N20 Yellow Polo Shirt (with Logo) - Age13,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,10.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/st%20johns%20n20/N20%20polo-500x500.jpg,,,SJW002,,,,,,6,Size,Age13,,1,1
5649,variable,SJW002,St John's N20 Yellow Polo Shirt (with Logo),1,0,visible,For Boys and Girls in Nursery and Reception. PE Top from Reception to Year 6 for Rest of the School. ,For Boys and Girls in Nursery and Reception. PE Top from Reception to Year 6 for Rest of the School. ,,,taxable,,1,50,0,0,.5,24,1,2,1,,,10.95,"Schoolwear,Schoolwear > ,Specialist Schoolwear,Primary Schools,St John's C.E School (N20)",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/st%20johns%20n20/N20%20polo-500x500.jpg,,,,,,,,,0,Size,"Age3/4,Age5/6,Age7/8,Age9/10,Age11/12,Age13",1,1,1
