ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wpcom_is_markdown
1103,variation,,St. Theresa's Book Bag (with Logo) - OneSizeFitsAll,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,10.5,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Monken%20Hadley/st%20theresa-500x500.jpeg,,,ST011,,,,,,1,Size,OneSizeFitsAll,,1,1
1104,variable,ST011,St. Theresa's Book Bag (with Logo),1,0,visible,Ideal for students upto Year 2. ,Ideal for students upto Year 2. ,,,taxable,,1,50,0,0,.5,24,1,2,1,,,10.5,"Schoolwear,Schoolwear > Specialist Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Monken%20Hadley/st%20theresa-500x500.jpeg,,,,,,,,,0,Size,OneSizeFitsAll,1,1,1
