,ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wpcom_is_markdown
10,630,variation,,Plain Black Result Jacket - Age5/6(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/bbb-500x500.jpg,,,RJ004,,,,,,2,Size,Age5/6(+£3.00),,1,1
11,631,variation,,Plain Black Result Jacket - Age7/8(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/bbb-500x500.jpg,,,RJ004,,,,,,3,Size,Age7/8(+£3.00),,1,1
12,632,variation,,Plain Black Result Jacket - Age9/10(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/bbb-500x500.jpg,,,RJ004,,,,,,4,Size,Age9/10(+£3.00),,1,1
13,633,variation,,Plain Black Result Jacket - Age11/12(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/bbb-500x500.jpg,,,RJ004,,,,,,5,Size,Age11/12(+£3.00),,1,1
14,634,variation,,Plain Black Result Jacket - Age13(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/bbb-500x500.jpg,,,RJ004,,,,,,6,Size,Age13(+£3.00),,1,1
15,628,variable,RJ004,Plain Black Result Jacket,1,0,visible,Manufactured by Result. Style no R160J. ,Manufactured by Result. Style no R160J. ,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,31.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/bbb-500x500.jpg,,,,,,,,,0,Size,"Age3/4,Age5/6(+£3.00),Age7/8(+£3.00),Age9/10(+£3.00),Age11/12(+£3.00),Age13(+£3.00)",1.0,1,1
16,199,variation,,Plain Bottle Result Jacket - Age3/4,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/19-500x500.jpg,,,RJ003,,,,,,1,Size,Age3/4,,1,1
17,200,variation,,Plain Bottle Result Jacket - Age5/6(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/19-500x500.jpg,,,RJ003,,,,,,2,Size,Age5/6(+£3.00),,1,1
18,201,variation,,Plain Bottle Result Jacket - Age7/8(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/19-500x500.jpg,,,RJ003,,,,,,3,Size,Age7/8(+£3.00),,1,1
19,202,variation,,Plain Bottle Result Jacket - Age9/10(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/19-500x500.jpg,,,RJ003,,,,,,4,Size,Age9/10(+£3.00),,1,1
20,203,variation,,Plain Bottle Result Jacket - Age11/12(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/19-500x500.jpg,,,RJ003,,,,,,5,Size,Age11/12(+£3.00),,1,1
21,204,variation,,Plain Bottle Result Jacket - Age13(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/19-500x500.jpg,,,RJ003,,,,,,6,Size,Age13(+£3.00),,1,1
22,198,variable,RJ003,Plain Bottle Result Jacket,1,0,visible,Manufactued by Result. Style no R160J. ,Manufactued by Result. Style no R160J. ,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,31.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/19-500x500.jpg,,,,,,,,,0,Size,"Age3/4,Age5/6(+£3.00),Age7/8(+£3.00),Age9/10(+£3.00),Age11/12(+£3.00),Age13(+£3.00)",1.0,1,1
23,389,variation,,Plain Navy Jacket - 28,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,41.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/132-500x500.jpg,,,TJ01,,,,,,1,Chest Size,28,,1,1
24,390,variation,,Plain Navy Jacket - 30,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,41.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/132-500x500.jpg,,,TJ01,,,,,,2,Chest Size,30,,1,1
25,391,variation,,Plain Navy Jacket - 32(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,41.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/132-500x500.jpg,,,TJ01,,,,,,3,Chest Size,32(+£3.00),,1,1
26,392,variation,,Plain Navy Jacket - 34(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,41.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/132-500x500.jpg,,,TJ01,,,,,,4,Chest Size,34(+£3.00),,1,1
27,393,variation,,Plain Navy Jacket - 36(+£8.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,41.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/132-500x500.jpg,,,TJ01,,,,,,5,Chest Size,36(+£8.00),,1,1
28,394,variation,,Plain Navy Jacket - 38(+£8.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,41.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/132-500x500.jpg,,,TJ01,,,,,,6,Chest Size,38(+£8.00),,1,1
29,395,variation,,Plain Navy Jacket - 40(+£8.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,41.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/132-500x500.jpg,,,TJ01,,,,,,7,Chest Size,40(+£8.00),,1,1
30,396,variation,,Plain Navy Jacket - 42(+£8.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,41.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/132-500x500.jpg,,,TJ01,,,,,,8,Chest Size,42(+£8.00),,1,1
31,388,variable,TJ01,Plain Navy Jacket,1,0,visible,Has a fleece on the inside of the jacket. Water Proof. Hood folded in the back of the jacket. ,Has a fleece on the inside of the jacket. Water Proof. Hood folded in the back of the jacket. ,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,41.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/132-500x500.jpg,,,,,,,,,0,Chest Size,"28,30,32(+£3.00),34(+£3.00),36(+£8.00),38(+£8.00),40(+£8.00),42(+£8.00)",1.0,1,1
32,201,variation,,Plain Navy Result Jacket - Age3/4,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/ccc-500x500.jpg,,,RJ001,,,,,,1,Size,Age3/4,,1,1
33,202,variation,,Plain Navy Result Jacket - Age5/6(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/ccc-500x500.jpg,,,RJ001,,,,,,2,Size,Age5/6(+£3.00),,1,1
34,203,variation,,Plain Navy Result Jacket - Age7/8(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/ccc-500x500.jpg,,,RJ001,,,,,,3,Size,Age7/8(+£3.00),,1,1
35,204,variation,,Plain Navy Result Jacket - Age9/10(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/ccc-500x500.jpg,,,RJ001,,,,,,4,Size,Age9/10(+£3.00),,1,1
36,205,variation,,Plain Navy Result Jacket - Age11/12(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/ccc-500x500.jpg,,,RJ001,,,,,,5,Size,Age11/12(+£3.00),,1,1
37,206,variation,,Plain Navy Result Jacket - Age13(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,31.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/ccc-500x500.jpg,,,RJ001,,,,,,6,Size,Age13(+£3.00),,1,1
38,200,variable,RJ001,Plain Navy Result Jacket,1,0,visible,Manufactued by Result. Style no R160J. ,Manufactued by Result. Style no R160J. ,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,31.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/ccc-500x500.jpg,,,,,,,,,0,Size,"Age3/4,Age5/6(+£3.00),Age7/8(+£3.00),Age9/10(+£3.00),Age11/12(+£3.00),Age13(+£3.00)",1.0,1,1
