,ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wpcom_is_markdown
10,413,variation,,Friern Barnet Navy  Kilt (Knee Length) - 32/20in(+£5.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,29.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/12-500x500.jpg,,,K2,,,,,,5,Kilt Size,32/20in(+£5.00),,1,1
11,414,variation,,Friern Barnet Navy  Kilt (Knee Length) - 34/20in(+£5.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,29.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/12-500x500.jpg,,,K2,,,,,,6,Kilt Size,34/20in(+£5.00),,1,1
12,415,variation,,Friern Barnet Navy  Kilt (Knee Length) - 36/20in(+£10.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,29.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/12-500x500.jpg,,,K2,,,,,,7,Kilt Size,36/20in(+£10.00),,1,1
13,408,variable,K2,Friern Barnet Navy  Kilt (Knee Length),1,0,visible,,,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,29.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/12-500x500.jpg,,,,,,,,,0,Kilt Size,"24/18in,26/18in,28/20in(+£3.00),30/20in(+£3.00),32/20in(+£5.00),34/20in(+£5.00),36/20in(+£10.00)",1.0,1,1
14,196,variation,,GREEN TENBY BOX PLEAT PINAFORE - Age5/6,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,20.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/96-500x500.jpg,,,GP02,,,,,,1,Size,Age5/6,,1,1
15,197,variation,,GREEN TENBY BOX PLEAT PINAFORE - Age6/7,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,20.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/96-500x500.jpg,,,GP02,,,,,,2,Size,Age6/7,,1,1
16,198,variation,,GREEN TENBY BOX PLEAT PINAFORE - Age7/8,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,20.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/96-500x500.jpg,,,GP02,,,,,,3,Size,Age7/8,,1,1
17,199,variation,,GREEN TENBY BOX PLEAT PINAFORE - Age8/9,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,20.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/96-500x500.jpg,,,GP02,,,,,,4,Size,Age8/9,,1,1
18,200,variation,,GREEN TENBY BOX PLEAT PINAFORE - Age9/10,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,20.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/96-500x500.jpg,,,GP02,,,,,,5,Size,Age9/10,,1,1
19,201,variation,,GREEN TENBY BOX PLEAT PINAFORE - Age11/12,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,20.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/96-500x500.jpg,,,GP02,,,,,,6,Size,Age11/12,,1,1
20,195,variable,GP02,GREEN TENBY BOX PLEAT PINAFORE,1,0,visible,Bottle (Green). ,Bottle (Green). ,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,20.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/96-500x500.jpg,,,,,,,,,0,Size,"Age5/6,Age6/7,Age7/8,Age8/9,Age9/10,Age11/12",1.0,1,1
21,634,variation,,Grey A-Line Skirt - 24(18),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,1,Waist Size,24(18),,1,1
22,635,variation,,Grey A-Line Skirt - 26(18),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,2,Waist Size,26(18),,1,1
23,636,variation,,Grey A-Line Skirt - 26(20),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,3,Waist Size,26(20),,1,1
24,637,variation,,Grey A-Line Skirt - 28(20),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,4,Waist Size,28(20),,1,1
25,638,variation,,Grey A-Line Skirt - 28(22),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,5,Waist Size,28(22),,1,1
26,639,variation,,Grey A-Line Skirt - 30(20),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,6,Waist Size,30(20),,1,1
27,640,variation,,Grey A-Line Skirt - 30(22),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,7,Waist Size,30(22),,1,1
28,641,variation,,Grey A-Line Skirt - 32(22),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,8,Waist Size,32(22),,1,1
29,642,variation,,Grey A-Line Skirt - 32(20),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,9,Waist Size,32(20),,1,1
30,643,variation,,Grey A-Line Skirt - 36(20),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,10,Waist Size,36(20),,1,1
31,644,variation,,Grey A-Line Skirt - 36(22),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,11,Waist Size,36(22),,1,1
32,645,variation,,Grey A-Line Skirt - 36(24),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,12,Waist Size,36(24),,1,1
33,646,variation,,Grey A-Line Skirt - 38(22),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,13,Waist Size,38(22),,1,1
34,647,variation,,Grey A-Line Skirt - 38(24),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,14,Waist Size,38(24),,1,1
35,648,variation,,Grey A-Line Skirt - 40(22),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,15,Waist Size,40(22),,1,1
36,649,variation,,Grey A-Line Skirt - 40(24),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,9.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,WAAS1,,,,,,16,Waist Size,40(24),,1,1
37,633,variable,WAAS1,Grey A-Line Skirt,1,0,visible,,,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,9.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/100-500x500.jpg,,,,,,,,,0,Waist Size,"24(18),26(18),26(20),28(20),28(22),30(20),30(22),32(22),32(20),36(20),36(22),36(24),38(22),38(24),40(22),40(24)",1.0,1,1
38,197,variation,,Grey Pinafore - Age4/5,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,16.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/165-500x500.jpg,,,GP01,,,,,,1,Size,Age4/5,,1,1
39,198,variation,,Grey Pinafore - Age5/6,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,16.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/165-500x500.jpg,,,GP01,,,,,,2,Size,Age5/6,,1,1
40,199,variation,,Grey Pinafore - Age6/7,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,16.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/165-500x500.jpg,,,GP01,,,,,,3,Size,Age6/7,,1,1
41,200,variation,,Grey Pinafore - Age7/8(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,16.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/165-500x500.jpg,,,GP01,,,,,,4,Size,Age7/8(+£2.00),,1,1
42,201,variation,,Grey Pinafore - Age8/9(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,16.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/165-500x500.jpg,,,GP01,,,,,,5,Size,Age8/9(+£2.00),,1,1
43,202,variation,,Grey Pinafore - Age9/10(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,16.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/165-500x500.jpg,,,GP01,,,,,,6,Size,Age9/10(+£2.00),,1,1
44,203,variation,,Grey Pinafore - Age11/12(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,16.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/165-500x500.jpg,,,GP01,,,,,,7,Size,Age11/12(+£2.00),,1,1
45,196,variable,GP01,Grey Pinafore,1,0,visible,Style no 3704. ,Style no 3704. ,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,16.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/165-500x500.jpg,,,,,,,,,0,Size,"Age4/5,Age5/6,Age6/7,Age7/8(+£2.00),Age8/9(+£2.00),Age9/10(+£2.00),Age11/12(+£2.00)",1.0,1,1
46,235,variation,,Grey Pleated Skirts - Age3/4,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/97-500x500.jpg,,,PNS03,,,,,,1,Size,Age3/4,,1,1
47,236,variation,,Grey Pleated Skirts - Age4/5,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/97-500x500.jpg,,,PNS03,,,,,,2,Size,Age4/5,,1,1
48,237,variation,,Grey Pleated Skirts - Age6/7,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/97-500x500.jpg,,,PNS03,,,,,,3,Size,Age6/7,,1,1
49,238,variation,,Grey Pleated Skirts - Age8/9(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/97-500x500.jpg,,,PNS03,,,,,,4,Size,Age8/9(+£2.00),,1,1
50,239,variation,,Grey Pleated Skirts - Age9/10(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/97-500x500.jpg,,,PNS03,,,,,,5,Size,Age9/10(+£2.00),,1,1
51,240,variation,,Grey Pleated Skirts - Age11/12(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/97-500x500.jpg,,,PNS03,,,,,,6,Size,Age11/12(+£2.00),,1,1
52,241,variation,,Grey Pleated Skirts - Age13(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/97-500x500.jpg,,,PNS03,,,,,,7,Size,Age13(+£3.00),,1,1
53,234,variable,PNS03,Grey Pleated Skirts,1,0,visible,Style no 3647. ,Style no 3647. ,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,13.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/97-500x500.jpg,,,,,,,,,0,Size,"Age3/4,Age4/5,Age6/7,Age8/9(+£2.00),Age9/10(+£2.00),Age11/12(+£2.00),Age13(+£3.00)",1.0,1,1
54,619,variation,,Grey Special Pinafore - Age4/5,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/57-500x500.jpg,,,WJP120,,,,,,1,Size,Age4/5,,1,1
55,620,variation,,Grey Special Pinafore - Age5/6(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/57-500x500.jpg,,,WJP120,,,,,,2,Size,Age5/6(+£2.00),,1,1
56,618,variable,WJP120,Grey Special Pinafore,1,0,visible,,,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,13.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/57-500x500.jpg,,,,,,,,,0,Size,"Age4/5,Age5/6(+£2.00)",1.0,1,1
57,675,variation,,GREY TENBY BOX PLEAT PINAFORE - Age5/6,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,20.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/55-500x500.jpg,,,GP03,,,,,,1,Size,Age5/6,,1,1
58,676,variation,,GREY TENBY BOX PLEAT PINAFORE - Age7/8,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,20.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/55-500x500.jpg,,,GP03,,,,,,2,Size,Age7/8,,1,1
59,677,variation,,GREY TENBY BOX PLEAT PINAFORE - Age9/10,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,20.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/55-500x500.jpg,,,GP03,,,,,,3,Size,Age9/10,,1,1
60,678,variation,,GREY TENBY BOX PLEAT PINAFORE - Age11/12,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,20.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/55-500x500.jpg,,,GP03,,,,,,4,Size,Age11/12,,1,1
61,674,variable,GP03,GREY TENBY BOX PLEAT PINAFORE,1,0,visible,,,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,20.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/55-500x500.jpg,,,,,,,,,0,Size,"Age5/6,Age7/8,Age9/10,Age11/12",1.0,1,1
62,668,variation,,Navy Pinafore - Age3/4,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,16.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/166-500x500.jpg,,,NP002,,,,,,1,Size,Age3/4,,1,1
63,669,variation,,Navy Pinafore - Age4/5,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,16.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/166-500x500.jpg,,,NP002,,,,,,2,Size,Age4/5,,1,1
64,670,variation,,Navy Pinafore - Age5/6,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,16.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/166-500x500.jpg,,,NP002,,,,,,3,Size,Age5/6,,1,1
65,671,variation,,Navy Pinafore - Age6/7,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,16.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/166-500x500.jpg,,,NP002,,,,,,4,Size,Age6/7,,1,1
66,672,variation,,Navy Pinafore - Age7/8(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,16.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/166-500x500.jpg,,,NP002,,,,,,5,Size,Age7/8(+£2.00),,1,1
67,673,variation,,Navy Pinafore - Age8/9(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,16.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/166-500x500.jpg,,,NP002,,,,,,6,Size,Age8/9(+£2.00),,1,1
68,674,variation,,Navy Pinafore - Age9/10(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,16.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/166-500x500.jpg,,,NP002,,,,,,7,Size,Age9/10(+£2.00),,1,1
69,675,variation,,Navy Pinafore - Age11/12(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,16.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/166-500x500.jpg,,,NP002,,,,,,8,Size,Age11/12(+£2.00),,1,1
70,667,variable,NP002,Navy Pinafore,1,0,visible,,,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,16.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/166-500x500.jpg,,,,,,,,,0,Size,"Age3/4,Age4/5,Age5/6,Age6/7,Age7/8(+£2.00),Age8/9(+£2.00),Age9/10(+£2.00),Age11/12(+£2.00)",1.0,1,1
71,205,variation,,Navy Pleated Skirts - Age3/4,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/167done-500x500.jpg,,,PNS01,,,,,,1,Size,Age3/4,,1,1
72,206,variation,,Navy Pleated Skirts - Age4/5,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/167done-500x500.jpg,,,PNS01,,,,,,2,Size,Age4/5,,1,1
73,207,variation,,Navy Pleated Skirts - Age6/7,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/167done-500x500.jpg,,,PNS01,,,,,,3,Size,Age6/7,,1,1
74,208,variation,,Navy Pleated Skirts - Age8/9(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/167done-500x500.jpg,,,PNS01,,,,,,4,Size,Age8/9(+£2.00),,1,1
75,209,variation,,Navy Pleated Skirts - Age9/10(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/167done-500x500.jpg,,,PNS01,,,,,,5,Size,Age9/10(+£2.00),,1,1
76,210,variation,,Navy Pleated Skirts - Age11/12(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/167done-500x500.jpg,,,PNS01,,,,,,6,Size,Age11/12(+£2.00),,1,1
77,211,variation,,Navy Pleated Skirts - Age13(+£3.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,13.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/167done-500x500.jpg,,,PNS01,,,,,,7,Size,Age13(+£3.00),,1,1
78,204,variable,PNS01,Navy Pleated Skirts,1,0,visible,. ,. ,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,13.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/167done-500x500.jpg,,,,,,,,,0,Size,"Age3/4,Age4/5,Age6/7,Age8/9(+£2.00),Age9/10(+£2.00),Age11/12(+£2.00),Age13(+£3.00)",1.0,1,1
79,594,variation,,Navy Sports Socks (1 Pair) - 1-5,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,5.95,,,,"https://www.braggsschoolwear.co.uk/image/cache/catalog/IMG_9046-500x500.jpg,https://www.braggsschoolwear.co.uk/image/cache/catalog/IMG_9047-500x500.jpg,https://www.braggsschoolwear.co.uk/image/cache/catalog/IMG_9049-500x500.jpg",,,SPT3,,,,,,1,Sock Size,1-5,,1,1
80,595,variation,,Navy Sports Socks (1 Pair) - Adult6-11,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,5.95,,,,"https://www.braggsschoolwear.co.uk/image/cache/catalog/IMG_9046-500x500.jpg,https://www.braggsschoolwear.co.uk/image/cache/catalog/IMG_9047-500x500.jpg,https://www.braggsschoolwear.co.uk/image/cache/catalog/IMG_9049-500x500.jpg",,,SPT3,,,,,,2,Sock Size,Adult6-11,,1,1
81,593,variable,SPT3,Navy Sports Socks (1 Pair),1,0,visible,As known as football socks. ,As known as football socks. ,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,5.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,"https://www.braggsschoolwear.co.uk/image/cache/catalog/IMG_9046-500x500.jpg,https://www.braggsschoolwear.co.uk/image/cache/catalog/IMG_9047-500x500.jpg,https://www.braggsschoolwear.co.uk/image/cache/catalog/IMG_9049-500x500.jpg",,,,,,,,,0,Sock Size,"1-5,Adult6-11",1.0,1,1
82,233,variation,,Plain Black Ankle Socks (5 Pairs) - 9-12,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,7.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/specialist/Socks/black%20short%20socks-500x500.jpg,,,BAS3,,,,,,1,Sock Size,9-12,,1,1
83,234,variation,,Plain Black Ankle Socks (5 Pairs) - 12H-3H,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,7.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/specialist/Socks/black%20short%20socks-500x500.jpg,,,BAS3,,,,,,2,Sock Size,12H-3H,,1,1
84,235,variation,,Plain Black Ankle Socks (5 Pairs) - Adult4-7,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,7.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/specialist/Socks/black%20short%20socks-500x500.jpg,,,BAS3,,,,,,3,Sock Size,Adult4-7,,1,1
85,236,variation,,Plain Black Ankle Socks (5 Pairs) - Adult7-11(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,7.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/specialist/Socks/black%20short%20socks-500x500.jpg,,,BAS3,,,,,,4,Sock Size,Adult7-11(+£2.00),,1,1
86,232,variable,BAS3,Plain Black Ankle Socks (5 Pairs),1,0,visible,. . ,. . ,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,7.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/specialist/Socks/black%20short%20socks-500x500.jpg,,,,,,,,,0,Sock Size,"9-12,12H-3H,Adult4-7,Adult7-11(+£2.00)",1.0,1,1
87,390,variation,,Plain Black Jacket - 28,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,41.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/133-500x500.jpg,,,TJ02,,,,,,1,Chest Size,28,,1,1
