,ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wpcom_is_markdown
0,2575,variation,,Black Back Pack - OneSizeFitsAll,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,11.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/basic/995%20blk%20bckpck-500x500.jpg,,,PB1,,,,,,1,Size,OneSizeFitsAll,,1,1
1,2576,variable,PB1,Black Back Pack,1,0,visible,,,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,11.95,"Schoolwear,Schoolwear > Accessories",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/basic/995%20blk%20bckpck-500x500.jpg,,,,,,,,,0,Size,OneSizeFitsAll,1.0,1,1
2,2595,variation,,Black Junior Back Pack - OneSizeFitsAll,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,11.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/basic/895%20blck%20bckpck-500x500.jpg,,,PB3,,,,,,1,Size,OneSizeFitsAll,,1,1
3,2596,variable,PB3,Black Junior Back Pack,1,0,visible,,,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,11.95,"Schoolwear,Schoolwear > Accessories",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/basic/895%20blck%20bckpck-500x500.jpg,,,,,,,,,0,Size,OneSizeFitsAll,1.0,1,1
4,2748,variation,,Black P.E Shorts (Boys) - 20/22,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,6.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Shorts/Black%20PE%20short-500x500.jpg,,,BS01,,,,,,1,Short sizes,20/22,,1,1
5,2749,variation,,Black P.E Shorts (Boys) - 24/26,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,6.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Shorts/Black%20PE%20short-500x500.jpg,,,BS01,,,,,,2,Short sizes,24/26,,1,1
6,2750,variation,,Black P.E Shorts (Boys) - 28/30(+£1.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,6.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Shorts/Black%20PE%20short-500x500.jpg,,,BS01,,,,,,3,Short sizes,28/30(+£1.00),,1,1
7,2751,variation,,Black P.E Shorts (Boys) - 32/34(+£1.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,6.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Shorts/Black%20PE%20short-500x500.jpg,,,BS01,,,,,,4,Short sizes,32/34(+£1.00),,1,1
8,2752,variable,BS01,Black P.E Shorts (Boys),1,0,visible,Style no 2300. ,Style no 2300. ,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,6.95,"Schoolwear,Schoolwear > Sports Wear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Shorts/Black%20PE%20short-500x500.jpg,,,,,,,,,0,Short sizes,"20/22,24/26,28/30(+£1.00),32/34(+£1.00)",1.0,1,1
9,2762,variation,,Black P.E Shorts (Girls) - 24,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,7.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Shorts/Girls%20Pe%20Short-500x500.jpg,,,GS004,,,,,,1,Short Sizes,24,,1,1
10,2763,variation,,Black P.E Shorts (Girls) - 26,1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,7.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Shorts/Girls%20Pe%20Short-500x500.jpg,,,GS004,,,,,,2,Short Sizes,26,,1,1
11,2764,variation,,Black P.E Shorts (Girls) - 28(+£1.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,7.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Shorts/Girls%20Pe%20Short-500x500.jpg,,,GS004,,,,,,3,Short Sizes,28(+£1.00),,1,1
12,2765,variation,,Black P.E Shorts (Girls) - 30(+£1.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,7.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Shorts/Girls%20Pe%20Short-500x500.jpg,,,GS004,,,,,,4,Short Sizes,30(+£1.00),,1,1
13,2766,variation,,Black P.E Shorts (Girls) - 32(+£1.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,7.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Shorts/Girls%20Pe%20Short-500x500.jpg,,,GS004,,,,,,5,Short Sizes,32(+£1.00),,1,1
14,2767,variation,,Black P.E Shorts (Girls) - 34(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,7.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Shorts/Girls%20Pe%20Short-500x500.jpg,,,GS004,,,,,,6,Short Sizes,34(+£2.00),,1,1
15,2768,variation,,Black P.E Shorts (Girls) - 36(+£2.00),1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,7.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Shorts/Girls%20Pe%20Short-500x500.jpg,,,GS004,,,,,,7,Short Sizes,36(+£2.00),,1,1
16,2769,variable,GS004,Black P.E Shorts (Girls),1,0,visible,Style no DL46. ,Style no DL46. ,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,7.95,"Schoolwear,Schoolwear > Sports Wear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Shorts/Girls%20Pe%20Short-500x500.jpg,,,,,,,,,0,Short Sizes,"24,26,28(+£1.00),30(+£1.00),32(+£1.00),34(+£2.00),36(+£2.00)",1.0,1,1
17,2099,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 27""R(insideleg26"")",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,1,Waist Size,"27""R(insideleg26"")",,1,1
18,2100,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 27""L(insideleg28"")",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,2,Waist Size,"27""L(insideleg28"")",,1,1
19,2101,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 28""R(insideleg26"")",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,3,Waist Size,"28""R(insideleg26"")",,1,1
20,2102,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 28""L(insideleg29"")",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,4,Waist Size,"28""L(insideleg29"")",,1,1
21,2103,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 30""S(insideleg26"")(+£2.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,5,Waist Size,"30""S(insideleg26"")(+£2.00)",,1,1
22,2104,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 30""R(insideleg28"")(+£2.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,6,Waist Size,"30""R(insideleg28"")(+£2.00)",,1,1
23,2105,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 30""L(insideleg30"")(+£2.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,7,Waist Size,"30""L(insideleg30"")(+£2.00)",,1,1
24,2106,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 32""S(insideleg27"")(+£2.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,8,Waist Size,"32""S(insideleg27"")(+£2.00)",,1,1
25,2107,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 32""R(insideleg29"")(+£2.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,9,Waist Size,"32""R(insideleg29"")(+£2.00)",,1,1
26,2108,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 32""L(insideleg32"")(+£2.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,10,Waist Size,"32""L(insideleg32"")(+£2.00)",,1,1
27,2109,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 34""S(insideleg27"")(+£3.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,11,Waist Size,"34""S(insideleg27"")(+£3.00)",,1,1
28,2110,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 34""R(insideleg29"")(+£3.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,12,Waist Size,"34""R(insideleg29"")(+£3.00)",,1,1
29,2111,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 34""L(insideleg32"")(+£3.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,13,Waist Size,"34""L(insideleg32"")(+£3.00)",,1,1
30,2112,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 36""S(insideleg27"")(+£5.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,14,Waist Size,"36""S(insideleg27"")(+£5.00)",,1,1
31,2113,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 36""R(insideleg29"")(+£5.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,15,Waist Size,"36""R(insideleg29"")(+£5.00)",,1,1
32,2114,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 36""L(insideleg32"")(+£5.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,16,Waist Size,"36""L(insideleg32"")(+£5.00)",,1,1
33,2115,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 38""S(insideleg27"")(+£5.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,17,Waist Size,"38""S(insideleg27"")(+£5.00)",,1,1
34,2116,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 38""R(insideleg29"")(+£5.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,18,Waist Size,"38""R(insideleg29"")(+£5.00)",,1,1
35,2117,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 38""L(insideleg32"")(+£5.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,19,Waist Size,"38""L(insideleg32"")(+£5.00)",,1,1
36,2118,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 40""R(insideleg29"")(+£7.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,20,Waist Size,"40""R(insideleg29"")(+£7.00)",,1,1
37,2119,variation,,"Black Senior Elastic Waist Regular Fit Trousers (Boys) - 42""R(insideleg29"")(+£7.00)",1,0,visible,,,,,taxable,parent,1,50,0,0,,,,,0,,,17.95,,,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,GT004,,,,,,21,Waist Size,"42""R(insideleg29"")(+£7.00)",,1,1
38,2120,variable,GT004,Black Senior Elastic Waist Regular Fit Trousers (Boys),1,0,visible,DL943. ,DL943. ,,,taxable,,1,50,0,0,0.5,24.0,1.0,2.0,1,,,17.95,"Schoolwear,Schoolwear > Basic Schoolwear",,,https://www.braggsschoolwear.co.uk/image/cache/catalog/Trousers/943_trouser-500x500.jpg,,,,,,,,,0,Waist Size,"27""R(insideleg26""),27""L(insideleg28""),28""R(insideleg26""),28""L(insideleg29""),30""S(insideleg26"")(+£2.00),30""R(insideleg28"")(+£2.00),30""L(insideleg30"")(+£2.00),32""S(insideleg27"")(+£2.00),32""R(insideleg29"")(+£2.00),32""L(insideleg32"")(+£2.00),34""S(insideleg27"")(+£3.00),34""R(insideleg29"")(+£3.00),34""L(insideleg32"")(+£3.00),36""S(insideleg27"")(+£5.00),36""R(insideleg29"")(+£5.00),36""L(insideleg32"")(+£5.00),38""S(insideleg27"")(+£5.00),38""R(insideleg29"")(+£5.00),38""L(insideleg32"")(+£5.00),40""R(insideleg29"")(+£7.00),42""R(insideleg29"")(+£7.00)",1.0,1,1
